x1	w1	x2	w2	x3	w3	x4	w4	x5	w5	x6	w6
76.73539582	1.275877756	75.97565401	1.319151781	75.21579685	1.360828618	74.45582503	1.400918049	73.69573904	1.439429965	72.93553928	1.47637438
77.2560809	1.29275974	76.49146368	1.337128088	75.72672839	1.379863239	74.96187582	1.420975222	74.19690658	1.460474179	73.43182121	1.498370373
77.77696876	1.309716481	77.00747731	1.355197593	76.23786496	1.399008954	75.46813268	1.441160846	74.69828118	1.481663663	73.9283111	1.520527925
78.29805934	1.326746965	77.52369481	1.373359442	76.74920651	1.418265065	75.97459553	1.461474373	75.19986272	1.502998017	74.42500883	1.542846776
78.81935257	1.343850168	78.04011612	1.391612771	77.26075294	1.437630863	76.48126427	1.481915246	75.70165109	1.524476831	74.92191428	1.565326661
79.34084841	1.361025064	78.55674118	1.409956712	77.77250419	1.457105636	76.98813882	1.502482902	76.2036462	1.54609969	75.41902733	1.587967309
79.86254678	1.378270614	79.07356991	1.428390388	78.28446016	1.476688662	77.49521908	1.523176774	76.70584794	1.567866172	75.91634787	1.610768439
80.38444765	1.395585778	79.59060226	1.446912918	78.79662079	1.496379216	78.00250497	1.543996285	77.2082562	1.58977585	76.41387577	1.633729769
80.90655094	1.412969506	80.10783815	1.46552341	79.308986	1.516176562	78.50999639	1.564940854	77.71087088	1.611828289	76.9116109	1.656851008
81.42885661	1.43042074	80.62527752	1.48422097	79.82155571	1.536079961	79.01769326	1.586009893	78.21369188	1.634023049	77.40955317	1.680131857
81.95136459	1.447938418	81.1429203	1.503004693	80.33432985	1.556088666	79.52559549	1.607202805	78.7167191	1.656359682	77.90770244	1.703572015
82.47407484	1.465521469	81.66076644	1.521873671	80.84730834	1.576201924	80.03370299	1.62851899	79.21995244	1.678837735	78.4060586	1.72717117
82.99698729	1.483168817	82.17881587	1.540826986	81.36049112	1.596418973	80.54201568	1.649957839	79.7233918	1.701456747	78.90462153	1.750929008
83.5201019	1.500879376	82.69706853	1.559863714	81.8738781	1.616739046	81.05053348	1.671518737	80.22703707	1.724216252	79.40339112	1.774845205
84.04341861	1.518652056	83.21552436	1.578982926	82.38746922	1.637161371	81.55925629	1.693201064	80.73088816	1.747115777	79.90236726	1.798919434
84.56693737	1.536485759	83.7341833	1.598183684	82.90126441	1.657685166	82.06818404	1.715004191	81.23494497	1.770154843	80.40154983	1.823151358
85.09065813	1.554379379	84.25304528	1.617465045	83.4152636	1.678309644	82.57731664	1.736927484	81.73920741	1.793332963	80.90093871	1.847540636
85.61458084	1.572331804	84.77211025	1.636826056	83.92946671	1.699034012	83.08665401	1.758970302	82.24367537	1.816649646	81.40053379	1.872086922
86.13870545	1.590341917	85.29137815	1.656265761	84.44387368	1.719857468	83.59619607	1.781131997	82.74834877	1.840104392	81.90033497	1.896789859
